Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Male,Disloyal Customer,Business travel,Eco,40,968,4,0,3,4,4,3,2,3,4,4,0,4,4,3,4,1
Male,Loyal Customer,Business travel,Eco,52,418,19,9,4,5,3,4,5,3,4,4,2,4,3,4,4,1
Male,Loyal Customer,Business travel,Eco,29,989,3,22,3,4,5,2,3,3,5,3,4,4,3,4,4,1
Female,Disloyal Customer,Business travel,Eco,52,1634,14,0,4,5,2,2,3,4,4,3,2,4,2,3,5,1
Female,Loyal Customer,Personal Travel,Eco,40,870,2,2,2,3,2,5,5,4,3,2,4,5,5,4,5,1
Female,Loyal Customer,Personal Travel,Eco,67,293,9,28,2,5,3,3,5,4,3,4,2,4,4,5,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,43,1096,6,6,4,5,3,2,5,2,3,5,1,5,3,5,4,1
Female,Disloyal Customer,Personal Travel,Eco,38,811,4,17,3,4,3,3,0,3,4,4,3,4,3,4,5,1
Male,Loyal Customer,Personal Travel,Eco,46,825,10,17,3,2,4,4,5,3,3,4,2,5,3,3,4,0
Female,Loyal Customer,Business travel,Eco Plus,35,1138,19,19,4,3,4,3,5,3,3,4,4,5,4,3,3,1
Female,Disloyal Customer,Personal Travel,Eco,18,1246,5,4,4,1,2,3,3,3,3,2,3,4,4,3,4,0
Female,Loyal Customer,Personal Travel,Eco,36,918,1,0,3,4,3,2,3,2,2,3,4,4,3,4,3,1
Female,Loyal Customer,Business travel,Eco,36,870,8,5,3,4,4,3,3,5,3,4,3,5,4,5,3,1
Male,Disloyal Customer,Personal Travel,Eco,20,1932,4,6,4,4,3,4,4,4,2,2,4,4,5,3,5,0
Female,Disloyal Customer,Business travel,Eco,38,1500,15,17,3,3,1,2,3,3,3,4,3,5,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,18,1317,6,31,3,5,3,2,3,3,4,2,5,4,2,3,0,1
Male,Disloyal Customer,Business travel,Eco,35,966,5,8,4,4,3,3,4,4,3,4,2,0,3,5,3,0
Female,Disloyal Customer,Personal Travel,Business,42,397,6,12,3,3,2,3,5,4,3,4,1,4,4,3,3,1
Male,Loyal Customer,Personal Travel,Business,40,1464,19,31,3,4,4,4,2,3,3,4,4,4,4,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,34,972,12,17,3,5,3,4,4,4,4,4,2,4,5,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,38,611,3,2,3,4,3,4,3,0,0,4,3,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,30,778,3,2,3,3,3,3,3,4,4,4,3,4,4,4,4,1
Female,Loyal Customer,Business travel,Business,39,417,23,19,5,4,3,3,0,3,4,4,3,3,2,5,4,0
Male,Disloyal Customer,Business travel,Business,40,1429,5,9,4,4,3,3,3,4,2,3,0,5,3,4,0,1
Female,Disloyal Customer,Personal Travel,Eco,28,1242,19,17,2,3,2,4,4,4,3,5,4,4,4,4,3,1
Female,Loyal Customer,Business travel,Eco,42,991,7,13,4,3,2,5,4,4,3,5,0,4,5,3,4,0
Female,Disloyal Customer,Business travel,Eco,42,879,4,0,3,4,3,2,4,5,4,4,3,4,2,4,4,0
Female,Disloyal Customer,Business travel,Business,37,560,5,6,3,5,4,2,3,3,2,4,3,4,4,3,3,0
Male,Disloyal Customer,Personal Travel,Business,68,80,8,24,3,4,3,0,5,2,2,4,5,3,2,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,37,194,1,0,5,3,4,4,3,3,3,5,4,3,4,4,4,1
Male,Loyal Customer,Business travel,Eco Plus,36,529,4,22,2,4,2,3,4,3,3,5,2,3,5,3,4,0
Male,Loyal Customer,Personal Travel,Eco,34,454,29,31,4,4,2,4,4,4,0,3,3,5,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,27,1045,34,33,3,4,5,3,4,4,4,5,3,5,4,4,4,1
Male,Loyal Customer,Business travel,Business,47,1306,5,6,4,4,2,4,5,4,2,4,2,3,3,5,3,0
Male,Loyal Customer,Personal Travel,Eco,31,836,14,11,4,2,2,3,4,4,3,2,0,4,5,3,5,1
Male,Disloyal Customer,Business travel,Eco,32,1604,11,0,5,1,3,2,4,5,3,4,3,3,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,33,509,3,12,4,4,5,4,3,3,3,5,3,4,3,3,5,1
Male,Loyal Customer,Business travel,Eco,27,832,14,36,3,3,2,3,3,3,3,5,5,4,3,2,2,0
Female,Disloyal Customer,Business travel,Business,18,875,6,11,5,2,3,3,3,3,2,4,4,4,2,0,2,0
Male,Loyal Customer,Business travel,Eco,33,1446,9,14,0,3,3,3,4,2,4,4,4,4,4,4,4,1
Male,Loyal Customer,Business travel,Business,49,953,16,14,3,4,1,2,3,2,5,4,4,5,4,3,5,0
Male,Loyal Customer,Business travel,Eco,41,967,7,19,4,4,3,4,3,5,3,4,4,3,4,5,4,0
Male,Loyal Customer,Personal Travel,Eco,58,80,7,7,4,4,2,3,1,3,3,5,4,5,4,5,4,1
Male,Loyal Customer,Business travel,Eco,48,450,13,16,4,0,3,3,5,3,3,5,5,4,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,45,1448,19,3,4,3,4,4,5,4,4,3,2,5,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,62,80,12,7,4,4,2,4,4,2,3,4,3,5,5,4,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,38,1571,7,11,4,4,2,3,3,3,4,3,0,3,3,5,3,0
Female,Loyal Customer,Personal Travel,Eco,40,1150,18,27,3,3,5,3,3,3,2,4,3,4,0,3,5,0
Male,Loyal Customer,Personal Travel,Eco,39,526,11,20,5,4,2,1,2,3,3,2,3,4,5,3,3,1
Female,Disloyal Customer,Business travel,Eco,58,484,22,6,5,4,2,2,4,2,4,5,5,5,3,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,39,1848,26,11,4,3,4,3,5,4,4,3,4,4,3,5,3,1
Female,Loyal Customer,Personal Travel,Business,31,1606,12,18,4,5,3,3,4,3,4,3,4,4,3,3,5,0
Female,Loyal Customer,Personal Travel,Business,46,840,21,14,4,4,3,2,5,4,4,4,3,4,5,5,5,1
Female,Loyal Customer,Personal Travel,Eco,29,967,22,31,3,4,5,4,4,3,4,2,3,4,5,4,4,1
Female,Disloyal Customer,Business travel,Eco Plus,45,577,8,0,3,5,2,4,3,4,2,3,4,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,44,967,22,21,2,2,3,3,5,4,3,4,4,3,3,4,4,0
Female,Loyal Customer,Personal Travel,Business,37,563,9,9,5,3,2,4,5,3,3,5,0,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,46,861,15,20,5,3,3,4,3,4,5,4,5,4,5,5,5,1
Female,Loyal Customer,Business travel,Eco,21,1805,9,0,0,4,2,2,5,3,4,3,4,5,4,4,3,0
Female,Loyal Customer,Business travel,Eco,41,852,2,0,4,5,2,3,4,3,4,3,3,5,3,4,3,1
Male,Loyal Customer,Personal Travel,Business,33,376,31,33,3,3,3,5,4,3,3,5,3,4,4,4,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,73,217,14,19,3,5,3,2,4,1,4,4,4,5,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,41,964,15,25,4,3,2,3,4,3,2,4,4,4,4,1,4,0
Female,Loyal Customer,Personal Travel,Eco,32,520,10,6,2,4,2,5,5,4,3,2,4,4,3,3,4,0
Female,Loyal Customer,Business travel,Eco Plus,22,1023,21,29,3,4,3,3,3,2,3,4,4,3,3,3,4,0
Male,Loyal Customer,Personal Travel,Business,55,90,8,13,4,4,1,4,4,5,3,3,2,4,3,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,35,1245,8,21,4,3,3,2,3,1,3,5,5,4,3,4,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,30,370,3,2,2,5,4,3,4,3,4,4,5,4,4,2,3,0
Male,Loyal Customer,Personal Travel,Eco,43,923,11,0,4,3,3,4,4,2,4,4,3,4,3,4,2,1
Male,Disloyal Customer,Personal Travel,Eco,47,731,21,20,4,2,2,3,5,4,4,3,4,5,5,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,47,1759,8,9,4,3,0,3,4,4,1,4,3,5,4,0,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,39,986,3,8,3,5,2,4,4,3,5,4,3,4,4,4,2,1
Male,Loyal Customer,Personal Travel,Business,41,1873,18,3,5,5,3,2,5,2,3,4,2,3,4,4,5,0
Female,Loyal Customer,Personal Travel,Eco,42,1180,13,10,3,2,3,5,3,2,4,2,4,3,2,5,3,0
Female,Loyal Customer,Business travel,Eco,43,1613,29,38,4,4,2,4,3,4,3,3,2,0,4,5,5,1
Male,Disloyal Customer,Personal Travel,Eco,44,796,5,4,0,2,0,3,2,3,4,3,3,5,4,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,52,1073,14,11,5,4,1,3,4,3,2,4,5,3,4,4,2,0
Female,Loyal Customer,Personal Travel,Eco,40,1509,3,22,4,3,2,5,3,3,2,2,4,3,4,4,3,0
Female,Loyal Customer,Business travel,Eco,29,1352,9,0,4,4,2,3,4,0,4,5,4,4,2,3,4,0
Male,Loyal Customer,Business travel,Eco,37,1165,10,22,4,4,2,3,4,2,1,5,3,5,3,5,4,1
Male,Loyal Customer,Business travel,Eco,48,736,2,12,3,4,0,4,3,2,2,0,2,4,3,5,3,0
Male,Disloyal Customer,Personal Travel,Eco,18,821,20,18,3,3,3,2,3,2,4,5,4,4,4,4,4,0
Female,Loyal Customer,Business travel,Eco Plus,18,1469,16,16,3,3,3,3,2,3,3,4,4,4,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,50,1573,13,13,4,2,3,3,3,3,3,4,4,3,5,3,3,0
Female,Disloyal Customer,Business travel,Eco Plus,57,604,3,5,4,3,3,0,3,0,5,4,3,4,0,4,4,1
Male,Disloyal Customer,Business travel,Business,24,528,5,0,3,4,4,2,5,4,5,4,3,5,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,40,448,17,13,5,4,1,3,5,2,3,4,4,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,34,1315,9,5,2,4,3,4,5,4,4,3,2,4,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,36,435,7,4,2,5,2,3,3,3,5,3,4,4,4,5,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,43,1309,21,18,1,0,0,0,4,5,3,4,0,3,3,2,5,0
Female,Loyal Customer,Business travel,Eco,23,1173,10,0,5,4,3,4,3,3,3,4,4,4,3,5,2,0
Male,Loyal Customer,Personal Travel,Eco,26,627,3,4,3,3,3,4,5,3,3,5,5,4,4,5,3,0
Male,Loyal Customer,Business travel,Eco,35,1682,17,12,4,5,4,3,5,4,2,3,3,4,2,4,5,0
Male,Loyal Customer,Business travel,Eco,37,169,3,0,3,4,2,4,3,4,4,4,3,4,4,4,3,1
Male,Loyal Customer,Personal Travel,Eco,25,1730,9,5,4,4,4,3,4,3,3,3,3,4,4,5,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,48,1059,11,7,3,0,3,5,2,4,3,5,2,4,4,5,4,0
Female,Disloyal Customer,Personal Travel,Eco,34,80,15,28,4,5,2,4,4,5,3,3,4,4,4,4,3,1
Male,Loyal Customer,Business travel,Eco,34,1696,2,0,4,5,5,2,4,4,3,3,1,4,4,5,5,0
Female,Loyal Customer,Personal Travel,Business,42,1386,1,8,4,4,3,3,4,3,3,4,4,4,5,5,5,1
Male,Loyal Customer,Personal Travel,Eco,37,686,1,15,5,5,2,3,5,5,2,2,3,3,4,5,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,49,418,23,17,2,3,4,3,4,4,3,4,3,3,3,5,4,0
Female,Disloyal Customer,Business travel,Eco,28,115,2,2,3,2,3,3,4,2,2,3,3,4,5,4,5,1
Male,Loyal Customer,Personal Travel,Eco,22,2108,27,44,4,4,2,2,1,3,3,5,2,4,3,3,2,0
Female,Loyal Customer,Personal Travel,Business,35,438,19,21,4,3,2,4,5,3,1,3,3,4,4,3,5,1
Male,Loyal Customer,Business travel,Eco,40,268,4,8,3,5,3,4,3,3,3,3,2,4,4,4,3,0
Female,Loyal Customer,Personal Travel,Eco,24,1034,1,0,3,5,2,3,4,4,4,5,2,3,4,4,4,1
Female,Disloyal Customer,Personal Travel,Business,22,81,9,16,5,4,3,3,5,0,3,4,3,4,4,2,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,41,409,6,6,3,4,4,2,3,5,4,5,4,5,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,30,1397,21,3,5,4,3,3,4,4,2,3,4,4,5,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,22,1132,11,7,4,4,0,3,4,2,3,3,3,3,0,4,0,1
Male,Loyal Customer,Personal Travel,Eco,51,707,9,0,3,3,3,4,5,4,4,5,3,4,4,5,5,1
Female,Disloyal Customer,Business travel,Eco Plus,31,909,7,8,4,2,4,3,4,4,3,0,3,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,53,679,15,6,4,4,4,3,5,5,3,4,2,4,5,2,4,1
Male,Loyal Customer,Personal Travel,Eco,39,869,8,13,5,4,4,3,3,5,0,4,2,4,4,3,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,43,519,31,31,2,5,5,1,4,5,3,3,4,3,3,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,36,610,2,0,2,4,1,5,4,3,3,3,3,4,5,4,4,0
Male,Loyal Customer,Business travel,Eco,18,595,7,2,4,4,3,1,4,4,2,3,3,5,3,4,3,1
Male,Disloyal Customer,Business travel,Eco,25,537,13,19,4,4,3,4,4,3,3,4,2,4,3,4,0,1
Male,Disloyal Customer,Business travel,Eco,37,1422,12,23,4,4,3,3,3,4,4,2,4,3,5,4,5,1
Female,Loyal Customer,Business travel,Eco Plus,43,1285,31,22,4,3,2,3,4,1,4,4,4,5,4,5,4,0
Male,Disloyal Customer,Business travel,Business,18,434,5,0,4,4,2,3,3,2,5,5,5,5,4,3,0,1
Male,Disloyal Customer,Personal Travel,Eco,38,303,0,20,2,4,2,3,3,3,4,5,5,4,5,5,4,0
Female,Loyal Customer,Business travel,Eco,26,821,18,18,4,3,3,4,5,3,1,4,2,4,3,4,3,1
Female,Loyal Customer,Business travel,Eco,42,1978,10,11,5,4,4,2,4,4,4,4,3,4,3,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,39,386,18,11,4,4,2,3,4,5,3,3,4,5,4,4,3,1
Female,Disloyal Customer,Personal Travel,Eco,48,819,12,14,2,4,3,3,2,3,3,4,3,3,2,2,4,0
Female,Loyal Customer,Personal Travel,Business,52,944,1,18,3,5,2,3,4,2,4,4,4,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco,45,846,12,15,4,3,2,3,4,3,3,2,3,3,4,3,5,0
Female,Loyal Customer,Business travel,Eco,49,671,5,16,5,2,3,3,0,3,4,3,4,4,3,5,4,0
Female,Disloyal Customer,Personal Travel,Business,35,1478,7,7,2,3,3,4,5,4,2,4,4,5,4,0,4,1
Male,Disloyal Customer,Personal Travel,Eco,73,1127,8,0,4,3,4,3,3,5,2,3,3,4,4,5,4,1
Male,Loyal Customer,Personal Travel,Business,24,1323,3,0,3,2,2,4,4,5,3,3,2,3,4,5,4,1
Female,Disloyal Customer,Business travel,Eco,33,1195,4,0,4,4,3,4,5,4,3,4,4,5,4,3,5,1
Female,Disloyal Customer,Personal Travel,Eco,50,1347,15,17,4,4,4,3,3,3,4,2,3,4,4,2,4,1
Male,Loyal Customer,Business travel,Business,48,1692,15,27,3,5,2,4,4,3,2,4,3,4,4,5,4,0
Male,Loyal Customer,Personal Travel,Eco,45,1566,2,4,4,3,4,5,2,4,5,4,3,4,4,4,3,1
Female,Loyal Customer,Personal Travel,Eco,47,2062,11,8,5,4,2,2,4,3,2,5,4,3,4,4,4,1
Male,Loyal Customer,Personal Travel,Eco,18,1509,17,9,3,5,3,4,5,3,3,4,3,4,5,4,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,58,565,10,14,2,3,3,5,4,4,3,3,2,2,5,1,4,1
Male,Disloyal Customer,Business travel,Eco Plus,37,1324,11,0,5,4,3,4,5,2,4,3,3,3,3,4,3,0
Female,Disloyal Customer,Business travel,Eco,54,1255,2,0,4,5,4,5,5,4,4,4,4,5,2,5,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,18,1860,21,30,4,2,3,5,5,0,5,4,3,2,3,2,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,42,416,3,0,3,4,4,3,3,4,3,3,3,3,2,5,2,1
Female,Disloyal Customer,Business travel,Eco,32,1179,6,3,4,5,3,3,5,4,0,3,2,5,4,4,4,0
Female,Loyal Customer,Business travel,Eco,46,559,17,15,5,3,2,4,5,5,3,4,4,3,3,3,5,1
Female,Loyal Customer,Personal Travel,Eco,43,1156,26,33,3,0,3,3,4,1,4,4,4,4,3,4,2,1
Female,Disloyal Customer,Business travel,Eco,43,793,7,9,4,4,3,5,3,5,4,5,3,4,4,4,5,0
Male,Disloyal Customer,Personal Travel,Eco,26,1140,36,29,3,5,2,4,0,5,3,4,2,3,3,5,3,1
Female,Loyal Customer,Personal Travel,Eco,38,195,10,3,3,4,3,3,4,4,2,4,3,5,4,3,4,1
Male,Disloyal Customer,Business travel,Eco,37,1297,9,7,3,5,3,2,2,4,3,5,3,4,3,5,3,0
Female,Disloyal Customer,Business travel,Eco,45,1003,4,7,4,4,4,3,3,4,2,3,3,4,4,4,5,1
Female,Disloyal Customer,Business travel,Eco Plus,51,976,7,7,3,2,4,2,4,3,3,3,2,5,5,4,5,1
Male,Disloyal Customer,Personal Travel,Eco,41,1875,11,10,4,3,4,4,4,3,3,4,4,3,5,3,3,0
Male,Loyal Customer,Personal Travel,Business,24,709,13,13,3,5,2,1,5,4,3,5,3,4,5,3,2,1
Male,Loyal Customer,Business travel,Business,40,1071,13,13,3,4,2,4,4,2,3,5,4,3,4,5,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,70,950,6,0,3,3,4,3,3,4,3,4,3,3,2,4,4,1
Male,Disloyal Customer,Personal Travel,Business,59,999,23,34,4,5,3,2,5,3,3,4,4,5,3,4,2,0
Male,Disloyal Customer,Personal Travel,Business,18,2011,9,4,2,3,3,3,4,4,2,3,3,4,2,5,3,1
Female,Disloyal Customer,Personal Travel,Eco,40,932,9,10,4,4,2,3,2,2,3,5,5,5,5,5,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,50,616,3,0,3,4,2,3,3,3,2,3,4,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco,37,1835,14,12,4,2,3,4,3,2,3,2,2,3,5,5,2,0
Male,Loyal Customer,Business travel,Eco Plus,33,746,8,0,2,4,1,4,3,2,3,3,4,2,5,3,4,0
Female,Loyal Customer,Personal Travel,Eco,36,97,7,0,4,5,1,4,4,4,0,3,3,4,4,4,3,0
Female,Loyal Customer,Personal Travel,Eco,46,530,2,26,3,3,3,3,1,3,5,1,3,3,5,5,3,0
Female,Disloyal Customer,Personal Travel,Eco,25,277,3,5,4,4,2,4,5,3,4,3,4,4,5,1,3,0
Male,Loyal Customer,Personal Travel,Business,53,80,12,24,2,3,3,2,5,4,4,4,2,3,4,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,38,718,25,34,2,3,4,3,3,3,3,4,2,4,4,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,28,865,7,17,3,2,2,3,5,4,3,4,3,5,5,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,52,1490,7,5,5,4,1,4,3,2,2,5,4,5,4,4,3,0
Male,Loyal Customer,Personal Travel,Eco,20,1215,15,31,4,3,3,3,3,3,4,3,4,4,3,2,5,0
Male,Disloyal Customer,Personal Travel,Business,32,1192,20,28,4,5,2,4,4,3,2,3,3,4,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,32,453,6,6,3,3,0,3,4,4,2,4,1,4,3,2,3,1
Female,Loyal Customer,Personal Travel,Eco,65,1342,3,6,3,4,3,5,3,3,3,4,2,4,3,3,4,0
Female,Disloyal Customer,Personal Travel,Eco,31,1596,8,7,4,4,3,2,4,4,5,3,2,3,4,3,3,0
Male,Disloyal Customer,Business travel,Eco,18,1097,13,14,4,2,3,3,5,4,2,4,2,5,3,4,4,0
Male,Loyal Customer,Business travel,Eco,32,1111,1,1,4,4,4,2,5,2,4,4,3,4,3,3,4,1
Male,Loyal Customer,Personal Travel,Business,44,268,6,10,5,4,3,1,4,3,1,4,4,5,5,4,5,0
Male,Loyal Customer,Business travel,Eco Plus,48,1427,8,25,3,5,3,2,3,2,3,4,4,3,5,3,4,0
Female,Loyal Customer,Business travel,Eco,66,1790,7,0,4,3,3,4,4,4,5,3,4,4,3,4,3,1
Male,Disloyal Customer,Personal Travel,Eco Plus,56,1061,2,13,2,3,1,3,3,4,4,2,3,3,3,3,3,0
Female,Loyal Customer,Personal Travel,Eco,41,603,6,2,4,4,4,3,5,4,1,3,4,4,3,4,5,0
Female,Loyal Customer,Business travel,Eco Plus,28,819,8,21,5,5,3,4,5,3,3,4,3,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco,58,690,4,1,3,3,2,3,5,2,3,5,3,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,35,720,11,15,4,2,2,4,3,4,4,4,3,4,3,4,5,1
Male,Loyal Customer,Personal Travel,Eco,31,1224,16,14,5,3,4,3,3,4,3,5,0,4,4,3,5,1
Male,Disloyal Customer,Personal Travel,Business,34,1040,16,0,3,3,2,4,4,3,2,4,3,4,3,4,4,1
Male,Loyal Customer,Business travel,Eco,24,1402,5,22,4,4,3,3,4,3,3,3,2,4,3,3,4,1
Male,Loyal Customer,Personal Travel,Eco,33,1085,13,4,5,3,4,4,5,2,3,2,4,3,3,5,5,1
Male,Disloyal Customer,Personal Travel,Eco,36,468,12,13,4,4,3,2,5,3,1,4,3,4,5,4,5,0
Female,Disloyal Customer,Personal Travel,Eco,48,650,29,18,4,4,2,3,5,3,3,5,4,4,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,34,619,13,0,2,5,3,4,4,2,3,5,3,5,4,3,4,0
Female,Loyal Customer,Business travel,Eco Plus,24,807,13,11,4,1,2,3,5,4,4,5,4,4,4,2,5,1
Male,Loyal Customer,Business travel,Eco Plus,20,1797,18,12,4,2,2,0,3,3,4,4,2,4,5,3,4,1
Male,Loyal Customer,Business travel,Eco,42,1877,3,0,2,5,2,5,4,4,3,5,4,4,4,0,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,40,1318,9,9,3,3,3,4,4,4,2,3,4,4,4,4,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,32,959,26,11,4,2,2,3,4,4,3,5,0,4,0,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,33,219,27,28,3,3,3,2,5,0,3,4,4,5,0,4,5,1
Female,Loyal Customer,Personal Travel,Eco,44,1010,6,5,5,4,4,1,3,3,4,4,5,4,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,56,505,26,1,4,3,4,4,4,5,3,2,3,5,5,3,4,0
Male,Loyal Customer,Personal Travel,Eco,30,1715,7,2,4,4,2,4,4,5,3,4,5,4,3,3,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,40,97,11,16,3,4,2,4,4,4,3,5,2,3,5,4,3,0
Male,Loyal Customer,Personal Travel,Business,50,1092,2,0,4,4,4,2,3,4,3,2,3,3,4,5,2,0
Female,Loyal Customer,Business travel,Eco Plus,30,463,22,27,4,5,3,3,4,3,5,4,1,5,4,4,2,0
Male,Disloyal Customer,Personal Travel,Eco,39,895,7,11,4,4,2,3,3,3,3,2,4,4,3,4,2,1
Female,Loyal Customer,Business travel,Eco Plus,39,1233,2,0,3,4,2,3,2,3,3,2,2,3,3,5,5,1
Male,Disloyal Customer,Business travel,Eco Plus,23,1411,8,8,5,4,3,5,5,3,3,4,0,3,4,4,3,0
Male,Loyal Customer,Business travel,Eco,41,870,0,8,4,4,1,4,2,2,3,5,4,4,4,3,3,0
Female,Disloyal Customer,Personal Travel,Business,39,1281,14,5,4,3,3,4,2,4,2,4,4,5,4,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,46,569,19,17,4,4,4,3,5,1,2,4,3,4,3,5,3,1
Male,Loyal Customer,Personal Travel,Eco,25,1023,4,16,4,4,2,4,3,4,3,3,3,4,3,5,4,0
Female,Loyal Customer,Business travel,Eco,39,1401,3,0,2,3,2,3,4,4,4,4,5,3,4,4,4,1
Male,Disloyal Customer,Business travel,Eco,56,1066,13,18,4,3,4,4,4,0,4,4,2,3,5,2,4,1
Male,Loyal Customer,Personal Travel,Business,64,635,15,4,5,2,3,3,5,3,2,5,2,4,4,2,4,1
Male,Loyal Customer,Personal Travel,Eco,54,760,5,3,4,1,3,2,3,3,3,3,4,4,4,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,25,1408,4,8,4,3,2,4,4,4,3,3,4,4,4,3,3,0
Male,Loyal Customer,Personal Travel,Eco,44,354,17,0,3,4,2,1,3,4,3,5,5,5,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,33,428,2,0,4,3,3,3,4,3,4,3,2,3,4,5,5,1
Male,Loyal Customer,Personal Travel,Eco,42,1201,6,10,3,5,4,4,5,2,4,4,2,4,3,3,4,1
Female,Loyal Customer,Business travel,Eco,30,680,4,6,5,3,2,4,5,4,4,4,2,4,4,3,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,18,173,13,8,3,4,3,4,2,3,3,3,4,3,4,5,3,0
Male,Loyal Customer,Personal Travel,Eco,35,1575,4,0,3,4,1,3,4,2,2,0,4,5,3,3,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,48,350,19,25,3,5,2,3,5,2,5,5,4,5,3,5,5,0
Male,Loyal Customer,Personal Travel,Eco,42,800,6,3,5,4,3,3,5,5,4,4,4,4,3,4,4,1
Female,Loyal Customer,Business travel,Eco Plus,44,590,12,17,3,2,3,5,4,4,4,3,4,4,4,4,4,0
Male,Disloyal Customer,Personal Travel,Business,42,751,4,8,3,5,1,4,4,4,3,4,3,5,3,4,4,0
Female,Loyal Customer,Personal Travel,Eco,44,458,10,6,2,5,4,4,4,3,3,5,2,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,45,1257,5,16,3,2,3,3,3,4,4,5,0,3,4,4,5,1
Female,Loyal Customer,Personal Travel,Business,36,955,3,0,4,4,4,2,4,2,4,5,2,4,4,2,0,1
Male,Disloyal Customer,Business travel,Eco,40,1392,14,26,4,4,3,2,4,4,5,3,2,4,4,5,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,60,595,4,17,3,3,4,3,3,4,3,4,2,3,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,41,1967,4,15,3,1,5,4,3,2,3,4,2,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Eco,40,80,9,7,5,3,2,3,3,3,1,4,4,4,3,4,4,0
Female,Loyal Customer,Personal Travel,Eco,40,107,11,36,5,3,3,4,4,3,1,3,4,4,4,5,4,1
Male,Disloyal Customer,Personal Travel,Business,36,1777,3,5,5,5,2,2,4,3,4,1,5,4,3,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,34,1137,12,14,5,4,3,3,4,3,3,5,2,4,4,5,3,1
Female,Disloyal Customer,Business travel,Eco Plus,42,1071,4,4,5,3,3,4,3,2,2,2,4,5,4,3,5,1
